ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MANTENIMIENTO_ID,NIVEL_ESCALAMIENTO,TIEMPO_RESOLUCION
900,mal funcionamiento,2024-03-15T00:00:00.000000Z,cerrada,"['265-27-9773', '777-25-9393']","['mnt-03584', 'mnt-04150', 'mnt-12103']",alto,176
901,rotura,2024-02-28T00:00:00.000000Z,abierta,"['250-52-6142', '223-96-0152']",['mnt-06846'],medio,901-ESTADO-abierta
902,desgaste,2023-12-04T00:00:00.000000Z,abierta,"['852-13-4141', '970-43-3847']",['mnt-11691'],muy alto,902-ESTADO-abierta
903,mal funcionamiento,2024-02-01T00:00:00.000000Z,abierta,"['987-27-3238', '883-40-0324']",['mnt-01661'],alto,903-ESTADO-abierta
904,desgaste,2024-03-08T00:00:00.000000Z,cerrada,"['867-17-2489', '641-78-4392']",['mnt-04740'],muy alto,5
905,rotura,2023-12-31T00:00:00.000000Z,abierta,['418-38-7538'],['mnt-12242'],medio,905-ESTADO-abierta
906,rotura,2024-07-26T00:00:00.000000Z,cerrada,"['614-36-4642', '649-40-2523']",['mnt-03615'],medio,104
907,desgaste,2024-10-08T00:00:00.000000Z,abierta,"['053-48-2679', '706-95-8481', '400-66-5181']","['mnt-05669', 'mnt-10853']",muy alto,907-ESTADO-abierta
908,rotura,2024-04-20T00:00:00.000000Z,cerrada,['058-48-7052'],['mnt-01234'],medio,46
909,vandalismo,2024-09-10T00:00:00.000000Z,abierta,"['418-21-4562', '723-85-8896', '089-61-1087']",['mnt-10505'],bajo,909-ESTADO-abierta
910,vandalismo,2024-02-25T00:00:00.000000Z,abierta,['010-77-8873'],['mnt-12538'],bajo,910-ESTADO-abierta
911,vandalismo,2024-12-08T00:00:00.000000Z,abierta,"['925-12-3302', '000-29-2214']",['mnt-09671'],bajo,911-ESTADO-abierta
912,vandalismo,2024-01-06T00:00:00.000000Z,abierta,['192-20-2080'],"['mnt-13806', 'mnt-13929']",bajo,912-ESTADO-abierta
913,desgaste,2023-12-30T00:00:00.000000Z,cerrada,['690-10-8990'],['mnt-06753'],muy alto,164
914,vandalismo,2023-05-11T00:00:00.000000Z,cerrada,"['131-24-1844', '512-71-5181', '086-78-9621']",['mnt-05080'],bajo,511
915,mal funcionamiento,2024-02-24T00:00:00.000000Z,abierta,['855-18-8611'],['mnt-01408'],alto,915-ESTADO-abierta
916,mal funcionamiento,2024-04-01T00:00:00.000000Z,abierta,"['131-00-3447', '405-25-3199']",['mnt-03694'],alto,916-ESTADO-abierta
917,vandalismo,2023-12-15T00:00:00.000000Z,abierta,['652-07-1406'],"['mnt-02165', 'mnt-05843']",bajo,917-ESTADO-abierta
918,desgaste,2024-01-28T00:00:00.000000Z,abierta,"['556-93-6501', '813-55-1224']",['mnt-01407'],muy alto,918-ESTADO-abierta
919,rotura,2024-03-14T00:00:00.000000Z,cerrada,"['126-99-5131', '951-82-2889', '428-84-0853']",['mnt-12629'],medio,40
920,mal funcionamiento,2024-03-27T00:00:00.000000Z,cerrada,"['510-76-8077', '986-20-1219']",['mnt-09652'],alto,259
921,vandalismo,2023-11-18T00:00:00.000000Z,cerrada,['523-74-0519'],['mnt-01515'],bajo,266
922,vandalismo,2024-08-14T00:00:00.000000Z,abierta,"['911-89-0081', '444-84-5694']",['mnt-08576'],bajo,922-ESTADO-abierta
923,desgaste,2023-12-30T00:00:00.000000Z,abierta,"['924-77-8580', '546-46-3686', '018-37-4995']",['mnt-04311'],muy alto,923-ESTADO-abierta
924,mal funcionamiento,2023-11-03T00:00:00.000000Z,abierta,"['636-15-0315', '433-24-4034', '903-51-1211']",['mnt-07191'],alto,924-ESTADO-abierta
925,vandalismo,2024-03-01T00:00:00.000000Z,abierta,"['776-86-2616', '901-50-6296']",['mnt-06585'],bajo,925-ESTADO-abierta
926,rotura,2024-06-21T00:00:00.000000Z,cerrada,"['612-15-5906', '061-43-7724', '401-55-3456']","['mnt-05988', 'mnt-12770']",medio,61
927,mal funcionamiento,2024-10-08T00:00:00.000000Z,abierta,['074-57-0445'],"['mnt-08489', 'mnt-10038']",alto,927-ESTADO-abierta
928,rotura,2024-05-02T00:00:00.000000Z,cerrada,['588-57-4552'],['mnt-12730'],medio,180
929,vandalismo,2023-12-25T00:00:00.000000Z,cerrada,"['647-70-8492', '167-01-2421']",['mnt-00824'],bajo,220
930,mal funcionamiento,2023-12-30T00:00:00.000000Z,cerrada,"['488-47-0187', '818-21-2804']",['mnt-12008'],alto,173
931,vandalismo,2024-08-15T00:00:00.000000Z,cerrada,"['689-22-5594', '736-03-6042', '599-49-0306']",['mnt-14894'],bajo,152
932,vandalismo,2024-09-13T00:00:00.000000Z,abierta,"['143-96-7537', '980-92-7579', '574-89-1580']","['mnt-05129', 'mnt-11083']",bajo,932-ESTADO-abierta
933,mal funcionamiento,2024-03-27T00:00:00.000000Z,abierta,"['365-97-6553', '928-93-0502']",['mnt-14125'],alto,933-ESTADO-abierta
934,desgaste,2023-12-13T00:00:00.000000Z,abierta,"['908-05-6207', '401-26-0148']",['mnt-03960'],muy alto,934-ESTADO-abierta
935,mal funcionamiento,2024-06-05T00:00:00.000000Z,cerrada,"['880-87-7085', '770-60-5054', '641-23-8998']","['mnt-00331', 'mnt-09627']",alto,116
936,desgaste,2024-05-21T00:00:00.000000Z,abierta,"['941-29-8360', '674-04-0461']",['mnt-08234'],muy alto,936-ESTADO-abierta
937,mal funcionamiento,2024-07-29T00:00:00.000000Z,abierta,['362-23-8236'],['mnt-12955'],alto,937-ESTADO-abierta
938,mal funcionamiento,2024-01-01T00:00:00.000000Z,abierta,['452-93-6686'],['mnt-08133'],alto,938-ESTADO-abierta
939,mal funcionamiento,2023-11-10T00:00:00.000000Z,cerrada,"['319-65-2441', '833-68-4618', '812-95-1169']",['mnt-11754'],alto,161
940,rotura,2023-10-30T00:00:00.000000Z,cerrada,['965-36-2496'],['mnt-08687'],medio,223
941,vandalismo,2024-08-03T00:00:00.000000Z,cerrada,"['750-76-6228', '441-72-5454']",['mnt-13899'],bajo,201
942,mal funcionamiento,2024-05-18T00:00:00.000000Z,cerrada,['366-70-6421'],['mnt-08573'],alto,156
943,rotura,2024-07-25T00:00:00.000000Z,cerrada,"['954-60-5446', '744-62-7505', '611-00-1341']",['mnt-13387'],medio,48
944,mal funcionamiento,2024-03-31T00:00:00.000000Z,cerrada,"['010-46-3497', '967-22-4676', '048-92-2789']",['mnt-05012'],alto,45
945,desgaste,2023-11-23T00:00:00.000000Z,cerrada,['561-76-0299'],"['mnt-00955', 'mnt-12669']",muy alto,244
946,mal funcionamiento,2024-08-29T00:00:00.000000Z,abierta,"['670-83-8189', '644-85-5962']",['mnt-03784'],alto,946-ESTADO-abierta
947,desgaste,2024-07-29T00:00:00.000000Z,abierta,['762-87-6031'],"['mnt-13098', 'mnt-14172']",muy alto,947-ESTADO-abierta
948,vandalismo,2023-03-12T00:00:00.000000Z,abierta,"['865-55-2844', '287-51-2064', '458-70-1976']","['mnt-09925', 'mnt-10410']",bajo,948-ESTADO-abierta
949,mal funcionamiento,2024-08-13T00:00:00.000000Z,abierta,"['324-81-0320', '140-51-8170', '685-53-1325']",['mnt-06779'],alto,949-ESTADO-abierta
950,desgaste,2024-03-27T00:00:00.000000Z,cerrada,['807-72-6143'],['mnt-09715'],muy alto,102
951,mal funcionamiento,2024-01-20T00:00:00.000000Z,abierta,"['921-27-5260', '742-94-8056', '340-05-4910']",['mnt-09445'],alto,951-ESTADO-abierta
952,vandalismo,2024-04-29T00:00:00.000000Z,cerrada,"['117-18-9192', '710-26-6466']",['mnt-01155'],bajo,124
953,mal funcionamiento,2024-06-21T00:00:00.000000Z,cerrada,"['825-69-2058', '552-40-8326']",['mnt-11879'],alto,100
954,vandalismo,2024-03-26T00:00:00.000000Z,cerrada,['254-72-5081'],['mnt-02565'],bajo,136
955,vandalismo,2024-03-11T00:00:00.000000Z,cerrada,"['549-58-1679', '788-21-2876']",['mnt-11219'],bajo,73
956,desgaste,2024-05-16T00:00:00.000000Z,abierta,"['995-64-5447', '886-07-3927']",['mnt-02866'],muy alto,956-ESTADO-abierta
957,rotura,2023-12-03T00:00:00.000000Z,abierta,['889-06-0212'],['mnt-00648'],medio,957-ESTADO-abierta
958,rotura,2023-12-19T00:00:00.000000Z,cerrada,"['107-49-5917', '987-47-7378']",['mnt-05823'],medio,251
959,rotura,2024-06-29T00:00:00.000000Z,cerrada,['646-95-4759'],['mnt-11783'],medio,6
960,vandalismo,2024-02-22T00:00:00.000000Z,abierta,"['374-93-3769', '304-68-8366', '971-06-8705']","['mnt-00780', 'mnt-10249']",bajo,960-ESTADO-abierta
961,desgaste,2023-12-31T00:00:00.000000Z,abierta,"['458-94-1600', '156-93-0963']",['mnt-14157'],muy alto,961-ESTADO-abierta
962,desgaste,2023-10-19T00:00:00.000000Z,abierta,"['713-15-5817', '111-55-6909']",['mnt-01036'],muy alto,962-ESTADO-abierta
963,vandalismo,2024-05-11T00:00:00.000000Z,cerrada,"['852-10-4702', '535-34-3352', '328-63-0077']",['mnt-08572'],bajo,112
964,rotura,2024-01-16T00:00:00.000000Z,abierta,"['104-43-8205', '016-04-1088', '546-70-4030']",['mnt-02339'],medio,964-ESTADO-abierta
965,vandalismo,2024-04-24T00:00:00.000000Z,cerrada,['465-09-8156'],['mnt-10609'],bajo,126
966,mal funcionamiento,2024-04-13T00:00:00.000000Z,abierta,"['087-45-7610', '527-08-3973']",['mnt-03505'],alto,966-ESTADO-abierta
967,desgaste,2023-10-16T00:00:00.000000Z,abierta,"['400-66-5181', '177-30-6027', '918-85-6698']",['mnt-01941'],muy alto,967-ESTADO-abierta
968,mal funcionamiento,2023-03-11T00:00:00.000000Z,abierta,['866-27-1292'],['mnt-12489'],alto,968-ESTADO-abierta
969,vandalismo,2024-04-27T00:00:00.000000Z,cerrada,['414-59-4433'],['mnt-01633'],bajo,68
970,desgaste,2024-08-08T00:00:00.000000Z,abierta,"['535-60-6151', '730-11-6837']",['mnt-14033'],muy alto,970-ESTADO-abierta
971,mal funcionamiento,2023-10-21T00:00:00.000000Z,abierta,"['498-06-6682', '443-23-8512', '818-53-7405']",['mnt-03284'],alto,971-ESTADO-abierta
972,vandalismo,2024-04-13T00:00:00.000000Z,cerrada,"['174-20-5544', '317-99-1333', '051-37-3789']",['mnt-11854'],bajo,114
973,mal funcionamiento,2023-10-19T00:00:00.000000Z,cerrada,"['101-08-8294', '449-27-3643', '332-26-0995']","['mnt-00922', 'mnt-07630']",alto,276
974,vandalismo,2024-09-04T00:00:00.000000Z,cerrada,['082-93-3120'],['mnt-02719'],bajo,78
975,vandalismo,2024-04-02T00:00:00.000000Z,abierta,['694-40-0640'],"['mnt-03262', 'mnt-04218']",bajo,975-ESTADO-abierta
976,rotura,2024-03-17T00:00:00.000000Z,cerrada,"['786-16-3738', '974-03-7489', '148-44-2654']",['mnt-11768'],medio,73
977,desgaste,2023-12-06T00:00:00.000000Z,cerrada,"['540-01-2202', '171-50-3237']",['mnt-13651'],muy alto,159
978,mal funcionamiento,2024-05-03T00:00:00.000000Z,abierta,"['567-48-4981', '192-80-7940']",['mnt-10711'],alto,978-ESTADO-abierta
979,vandalismo,2024-01-18T00:00:00.000000Z,abierta,['833-04-6595'],['mnt-07432'],bajo,979-ESTADO-abierta
980,vandalismo,2024-08-28T00:00:00.000000Z,cerrada,['109-35-5263'],['mnt-08113'],bajo,45
981,mal funcionamiento,2023-08-11T00:00:00.000000Z,abierta,"['924-55-2893', '121-84-6700', '862-96-4795']",['mnt-09115'],alto,981-ESTADO-abierta
982,rotura,2023-10-28T00:00:00.000000Z,abierta,"['069-01-1623', '802-36-0127']",['mnt-11908'],medio,982-ESTADO-abierta
983,desgaste,2024-07-16T00:00:00.000000Z,abierta,['019-57-4523'],['mnt-12537'],muy alto,983-ESTADO-abierta
984,rotura,2024-08-12T00:00:00.000000Z,cerrada,['772-39-9393'],['mnt-00235'],medio,35
985,rotura,2024-08-09T00:00:00.000000Z,cerrada,['372-27-7922'],"['mnt-08184', 'mnt-12227']",medio,12
986,vandalismo,2024-08-19T00:00:00.000000Z,abierta,['865-44-6450'],['mnt-04251'],bajo,986-ESTADO-abierta
987,desgaste,2024-09-08T00:00:00.000000Z,cerrada,"['808-92-0953', '572-94-3548', '773-09-3346']",['mnt-11790'],muy alto,310
988,desgaste,2024-06-21T00:00:00.000000Z,cerrada,"['722-63-0936', '072-21-7222', '214-89-3436']",['mnt-09050'],muy alto,223
989,desgaste,2024-07-22T00:00:00.000000Z,abierta,"['359-44-7934', '733-23-8323', '308-95-4838']",['mnt-00818'],muy alto,989-ESTADO-abierta
990,mal funcionamiento,2023-11-04T00:00:00.000000Z,abierta,['666-57-2024'],['mnt-12151'],alto,990-ESTADO-abierta
991,vandalismo,2024-03-21T00:00:00.000000Z,cerrada,['929-88-8156'],['mnt-11886'],bajo,7
992,desgaste,2024-01-02T00:00:00.000000Z,abierta,"['120-50-4331', '043-64-0864', '949-06-0780']",['mnt-00500'],muy alto,992-ESTADO-abierta
993,rotura,2024-02-08T00:00:00.000000Z,abierta,['218-43-9444'],['mnt-05430'],medio,993-ESTADO-abierta
994,rotura,2024-08-08T00:00:00.000000Z,cerrada,"['670-62-7983', '212-65-7011']",['mnt-05938'],medio,33
995,desgaste,2023-12-25T00:00:00.000000Z,abierta,"['852-10-4702', '797-89-9617']",['mnt-14103'],muy alto,995-ESTADO-abierta
996,rotura,2024-02-01T00:00:00.000000Z,abierta,"['057-27-6825', '720-24-2890', '301-11-6760']",['mnt-05881'],medio,996-ESTADO-abierta
997,vandalismo,2024-06-12T00:00:00.000000Z,abierta,"['722-99-6328', '744-40-7622']",['mnt-13391'],bajo,997-ESTADO-abierta
998,desgaste,2024-07-25T00:00:00.000000Z,abierta,['947-67-5072'],['mnt-06005'],muy alto,998-ESTADO-abierta
999,mal funcionamiento,2024-02-24T00:00:00.000000Z,cerrada,"['362-27-8520', '792-33-8533']",['mnt-14026'],alto,125
1000,rotura,2023-11-12T00:00:00.000000Z,cerrada,"['038-36-3587', '537-40-9666', '467-77-6032']",['mnt-08483'],medio,197
1001,desgaste,2024-09-17T00:00:00.000000Z,cerrada,"['518-10-1580', '035-88-2675']",['mnt-13230'],muy alto,180
1002,mal funcionamiento,2024-08-25T00:00:00.000000Z,cerrada,"['865-43-9935', '689-59-4026']",['mnt-05807'],alto,40
1003,vandalismo,2023-12-06T00:00:00.000000Z,cerrada,['360-18-5771'],['mnt-08268'],bajo,71
1004,mal funcionamiento,2024-04-18T00:00:00.000000Z,abierta,['776-46-1299'],['mnt-13645'],alto,1004-ESTADO-abierta
1005,vandalismo,2023-10-28T00:00:00.000000Z,abierta,"['502-32-5406', '215-38-1014', '835-10-4331']",['mnt-03623'],bajo,1005-ESTADO-abierta
1006,rotura,2024-07-31T00:00:00.000000Z,abierta,"['472-43-4756', '369-74-2189', '726-01-8008']",['mnt-11720'],medio,1006-ESTADO-abierta
1007,desgaste,2023-11-12T00:00:00.000000Z,cerrada,"['723-60-1818', '253-15-7309', '166-44-4206']",['mnt-12489'],muy alto,26
1008,vandalismo,2024-04-23T00:00:00.000000Z,cerrada,"['323-67-0377', '616-82-9833']",['mnt-02720'],bajo,118
1009,mal funcionamiento,2024-03-23T00:00:00.000000Z,cerrada,"['676-69-6786', '375-38-6947']",['mnt-12093'],alto,91
1010,mal funcionamiento,2023-10-25T00:00:00.000000Z,cerrada,['769-79-9632'],['mnt-01804'],alto,122
1011,rotura,2024-08-04T00:00:00.000000Z,abierta,"['906-18-2991', '228-83-3117']",['mnt-05335'],medio,1011-ESTADO-abierta
1012,desgaste,2024-09-02T00:00:00.000000Z,abierta,"['344-89-4443', '725-17-2804', '987-87-4472']",['mnt-00190'],muy alto,1012-ESTADO-abierta
1013,vandalismo,2024-06-22T00:00:00.000000Z,cerrada,"['110-80-9672', '278-32-8754']",['mnt-04222'],bajo,95
1014,rotura,2023-12-22T00:00:00.000000Z,cerrada,['363-19-7520'],['mnt-00258'],medio,214
1015,desgaste,2023-10-30T00:00:00.000000Z,abierta,"['284-09-0343', '426-08-1843', '663-01-1509']",['mnt-11195'],muy alto,1015-ESTADO-abierta
1016,rotura,2024-06-09T00:00:00.000000Z,abierta,['281-88-1844'],['mnt-05482'],medio,1016-ESTADO-abierta
1017,mal funcionamiento,2024-03-03T00:00:00.000000Z,abierta,"['470-85-5620', '086-70-3542']",['mnt-04411'],alto,1017-ESTADO-abierta
1018,desgaste,2024-08-17T00:00:00.000000Z,abierta,"['777-56-1919', '250-96-9029', '000-68-7775']","['mnt-01535', 'mnt-05411', 'mnt-05657', 'mnt-06345']",muy alto,1018-ESTADO-abierta
1019,vandalismo,2024-02-12T00:00:00.000000Z,abierta,"['043-60-3958', '775-73-8005']",['mnt-07913'],bajo,1019-ESTADO-abierta
1020,desgaste,2024-03-03T00:00:00.000000Z,cerrada,"['252-93-6357', '713-85-0367', '634-96-2225']","['mnt-05674', 'mnt-11740']",muy alto,190
1021,rotura,2024-07-01T00:00:00.000000Z,cerrada,['282-18-7775'],['mnt-03537'],medio,187
1022,vandalismo,2024-10-08T00:00:00.000000Z,cerrada,"['795-41-5364', '162-07-3506']","['mnt-05233', 'mnt-07201']",bajo,113
1023,vandalismo,2024-05-25T00:00:00.000000Z,cerrada,['942-60-7156'],['mnt-13695'],bajo,64
1024,mal funcionamiento,2024-02-06T00:00:00.000000Z,abierta,"['904-45-3210', '213-99-9087', '646-00-6851']",['mnt-10959'],alto,1024-ESTADO-abierta
1025,rotura,2024-01-06T00:00:00.000000Z,cerrada,"['114-86-6294', '689-93-5870', '386-65-5289']","['mnt-00539', 'mnt-05137']",medio,50
1026,mal funcionamiento,2024-07-01T00:00:00.000000Z,abierta,"['112-17-1721', '381-94-7119', '654-53-4377']","['mnt-08877', 'mnt-12114']",alto,1026-ESTADO-abierta
1027,vandalismo,2023-12-25T00:00:00.000000Z,abierta,"['040-14-6871', '075-77-9276']",['mnt-12116'],bajo,1027-ESTADO-abierta
1028,rotura,2024-07-04T00:00:00.000000Z,cerrada,"['847-48-4959', '464-38-7861', '085-21-9210']","['mnt-01099', 'mnt-05622', 'mnt-13095']",medio,17
1029,mal funcionamiento,2024-07-25T00:00:00.000000Z,abierta,['070-17-6111'],"['mnt-05010', 'mnt-10110']",alto,1029-ESTADO-abierta
1030,rotura,2024-01-17T00:00:00.000000Z,abierta,"['009-86-1309', '582-27-7593']","['mnt-04999', 'mnt-14030']",medio,1030-ESTADO-abierta
1031,desgaste,2023-11-23T00:00:00.000000Z,abierta,"['832-34-9010', '766-89-8936']","['mnt-01365', 'mnt-12024']",muy alto,1031-ESTADO-abierta
1032,vandalismo,2024-06-20T00:00:00.000000Z,abierta,"['210-64-4320', '883-38-5483', '908-39-9709']",['mnt-00233'],bajo,1032-ESTADO-abierta
1033,rotura,2024-03-25T00:00:00.000000Z,cerrada,"['149-65-0339', '179-45-8995']",['mnt-13930'],medio,252
1034,mal funcionamiento,2024-05-15T00:00:00.000000Z,abierta,['010-71-2423'],['mnt-12971'],alto,1034-ESTADO-abierta
1035,mal funcionamiento,2024-10-13T00:00:00.000000Z,cerrada,['967-51-6558'],['mnt-04541'],alto,339
1036,vandalismo,2024-01-01T00:00:00.000000Z,abierta,"['061-98-1555', '812-33-5377', '370-62-0388']",['mnt-04878'],bajo,1036-ESTADO-abierta
1037,desgaste,2024-01-05T00:00:00.000000Z,abierta,"['709-60-0018', '689-09-1955', '928-93-0502']","['mnt-05296', 'mnt-06655']",muy alto,1037-ESTADO-abierta
1038,rotura,2024-04-07T00:00:00.000000Z,abierta,"['264-07-0872', '053-48-0670']","['mnt-02522', 'mnt-05396']",medio,1038-ESTADO-abierta
1039,vandalismo,2024-08-20T00:00:00.000000Z,abierta,"['374-71-8255', '564-25-2701', '571-19-8866']",['mnt-07523'],bajo,1039-ESTADO-abierta
1040,vandalismo,2024-06-08T00:00:00.000000Z,cerrada,"['106-97-1945', '896-75-3280']",['mnt-14879'],bajo,99
1041,desgaste,2024-07-20T00:00:00.000000Z,cerrada,"['940-04-3686', '999-58-0708', '484-41-3087']","['mnt-06433', 'mnt-06965']",muy alto,30
1042,rotura,2024-01-31T00:00:00.000000Z,cerrada,"['721-12-5735', '569-19-0627', '873-37-8375']",['mnt-12990'],medio,143
1043,desgaste,2024-08-18T00:00:00.000000Z,abierta,"['685-01-0253', '146-25-9572', '540-62-3145']",['mnt-09623'],muy alto,1043-ESTADO-abierta
1044,vandalismo,2024-03-26T00:00:00.000000Z,abierta,"['453-56-3666', '363-92-8806', '393-09-3375']",['mnt-13143'],bajo,1044-ESTADO-abierta
1045,desgaste,2023-11-11T00:00:00.000000Z,abierta,['465-50-8489'],"['mnt-07713', 'mnt-08250', 'mnt-13848']",muy alto,1045-ESTADO-abierta
1046,rotura,2024-08-24T00:00:00.000000Z,abierta,['883-00-7201'],['mnt-08923'],medio,1046-ESTADO-abierta
1047,desgaste,2024-04-25T00:00:00.000000Z,cerrada,"['876-26-3359', '490-17-9693']",['mnt-09652'],muy alto,288
1048,mal funcionamiento,2023-10-30T00:00:00.000000Z,abierta,['868-86-8315'],"['mnt-07817', 'mnt-10144', 'mnt-11646']",alto,1048-ESTADO-abierta
1049,desgaste,2024-06-10T00:00:00.000000Z,abierta,"['990-34-7933', '793-24-1585', '082-82-5131']","['mnt-01466', 'mnt-07755']",muy alto,1049-ESTADO-abierta
1050,vandalismo,2024-07-05T00:00:00.000000Z,abierta,"['236-86-9380', '020-62-6074']","['mnt-05437', 'mnt-07850']",bajo,1050-ESTADO-abierta
1051,mal funcionamiento,2024-10-08T00:00:00.000000Z,cerrada,['472-22-9944'],['mnt-09561'],alto,154
1052,rotura,2023-11-16T00:00:00.000000Z,abierta,"['947-77-5969', '948-74-7541', '729-40-1407']",['mnt-11372'],medio,1052-ESTADO-abierta
1053,rotura,2024-09-12T00:00:00.000000Z,cerrada,['823-55-4223'],['mnt-02415'],medio,284
1054,vandalismo,2023-11-06T00:00:00.000000Z,cerrada,"['383-64-4316', '624-55-9314']",['mnt-11651'],bajo,236
1055,mal funcionamiento,2024-06-12T00:00:00.000000Z,cerrada,"['197-71-4142', '133-80-1699', '020-40-1990']",['mnt-04283'],alto,107
1056,rotura,2024-04-03T00:00:00.000000Z,abierta,['768-10-6245'],"['mnt-12302', 'mnt-14772']",medio,1056-ESTADO-abierta
1057,desgaste,2024-01-03T00:00:00.000000Z,cerrada,['570-56-4797'],['mnt-08625'],muy alto,271
1058,rotura,2024-07-15T00:00:00.000000Z,abierta,"['737-48-7109', '167-27-1166']",['mnt-09698'],medio,1058-ESTADO-abierta
1059,mal funcionamiento,2024-01-28T00:00:00.000000Z,cerrada,['551-25-2814'],['mnt-00358'],alto,188
1060,desgaste,2024-09-29T00:00:00.000000Z,abierta,['990-86-9523'],['mnt-12744'],muy alto,1060-ESTADO-abierta
1061,rotura,2024-07-20T00:00:00.000000Z,abierta,"['463-61-8084', '168-39-4214', '920-43-9811']",['mnt-14561'],medio,1061-ESTADO-abierta
1062,mal funcionamiento,2024-05-09T00:00:00.000000Z,cerrada,"['527-39-8523', '646-39-1530', '073-44-6168']",['mnt-00859'],alto,27
1063,desgaste,2024-08-09T00:00:00.000000Z,cerrada,"['539-33-4147', '316-72-3300']",['mnt-03040'],muy alto,75
1064,rotura,2024-05-27T00:00:00.000000Z,cerrada,"['540-44-1220', '998-57-9450']",['mnt-10395'],medio,38
1065,mal funcionamiento,2024-04-25T00:00:00.000000Z,abierta,"['053-41-5747', '893-52-9276']",['mnt-05336'],alto,1065-ESTADO-abierta
1066,rotura,2023-10-16T00:00:00.000000Z,cerrada,['428-16-6039'],['mnt-13940'],medio,250
1067,vandalismo,2024-04-03T00:00:00.000000Z,cerrada,"['223-48-9940', '611-83-5297', '766-02-5209']","['mnt-03149', 'mnt-03253', 'mnt-10122']",bajo,21
1068,mal funcionamiento,2023-11-18T00:00:00.000000Z,cerrada,['199-96-0593'],['mnt-12124'],alto,74
1069,mal funcionamiento,2024-02-12T00:00:00.000000Z,abierta,"['933-20-1130', '495-38-1007']",['mnt-14892'],alto,1069-ESTADO-abierta
1070,rotura,2024-01-29T00:00:00.000000Z,cerrada,['513-25-2401'],"['mnt-01780', 'mnt-10460']",medio,204
1071,rotura,2023-10-21T00:00:00.000000Z,abierta,['978-99-6384'],"['mnt-01703', 'mnt-07339']",medio,1071-ESTADO-abierta
1072,vandalismo,2024-08-22T00:00:00.000000Z,cerrada,"['387-94-9851', '273-49-9857']","['mnt-03041', 'mnt-04244']",bajo,169
1073,mal funcionamiento,2023-11-26T00:00:00.000000Z,abierta,['032-32-5015'],['mnt-05497'],alto,1073-ESTADO-abierta
1074,mal funcionamiento,2024-01-04T00:00:00.000000Z,cerrada,"['711-74-3953', '152-72-0430', '167-15-2300']",['mnt-01936'],alto,336
1075,mal funcionamiento,2023-10-25T00:00:00.000000Z,cerrada,['499-05-5451'],"['mnt-00311', 'mnt-03334']",alto,300
1076,rotura,2024-06-17T00:00:00.000000Z,cerrada,"['034-47-2028', '398-61-0228', '959-50-7430']",['mnt-13557'],medio,146
1077,mal funcionamiento,2024-06-19T00:00:00.000000Z,abierta,['451-40-7225'],['mnt-02267'],alto,1077-ESTADO-abierta
1078,desgaste,2024-04-13T00:00:00.000000Z,cerrada,['498-76-8176'],['mnt-03423'],muy alto,41
1079,vandalismo,2024-02-21T00:00:00.000000Z,abierta,"['174-53-2565', '898-55-5760', '159-40-9669']",['mnt-14525'],bajo,1079-ESTADO-abierta
